c1,c2,c1-c2,h1,h2,H1-h2,Phi,H2 adjusted ,H1-h2 adjusted,
-0.37,0.66,-1.03,7.04,9.13,-2.09,-0.18,7.13,-0.09,
-0.4,0.59,-0.99,7.0,8.98,-2.00686951704353,-0.1684617743968,6.98,0.02,
-0.34,0.49,-0.83,7.10,8.77,-1.68,-0.14,6.77,0.33,
-0.42,0.6,-1.02,6.94,9.0,-2.06786541251666,-0.173481272567596,7.0,-0.06,
-0.31,0.72,-1.03,7.16,9.26,-2.10,-0.18,7.26,-0.10,
-0.31,0.71,-1.02,7.16,9.24,-2.08,-0.17,7.24,-0.08,
-0.38,0.53,-0.91,7.02,8.86,-1.84,-0.15,6.86,0.16,
-0.39,0.71,-1.10,7.00,9.24,-2.24,-0.19,7.24,-0.24,
-0.14,0.61,-0.75,7.49,9.03,-1.53,-0.13,7.03,0.46,
-0.23,0.58,-0.81,7.32,8.96,-1.65,-0.14,6.96,0.36,
-0.37,0.52,-0.89,7.04,8.84,-1.80,-0.15,6.84,0.20,
-0.2,0.65,-0.85,7.4,9.11,-1.73424979908212,-0.145925628480252,7.11,0.29,
-0.35,0.54,-0.89,7.08,8.88,-1.80,-0.15,6.88,0.20,
-0.14,0.56,-0.70,7.49,8.92,-1.42,-0.12,6.92,0.57,
-0.26,0.68,-0.94,7.26,9.17,-1.92,-0.16,7.17,0.09,
-0.37,0.59,-0.96,7.04,8.98,-1.95,-0.16,6.98,0.06,
-0.25,0.57,-0.82,7.28,8.94,-1.67,-0.14,6.94,0.34,
-0.35,0.67,-1.02,7.08,9.15,-2.08,-0.17,7.15,-0.07,
-0.36,0.55,-0.91,7.06,8.90,-1.84,-0.15,6.90,0.16,
-0.4,0.59,-0.99,7.0,8.98,-2.00686951704353,-0.1684617743968,6.98,0.02,
-0.27,0.63,-0.90,7.24,9.07,-1.83,-0.15,7.07,0.17,
-0.29,0.59,-0.88,7.20,8.98,-1.79,-0.15,6.98,0.22,
-0.24,0.59,-0.83,7.30,8.98,-1.69,-0.14,6.98,0.32,
-0.31,0.62,-0.93,7.16,9.05,-1.89,-0.16,7.05,0.11,
-0.28,0.6,-0.88,7.22,9.0,-1.78848006029156,-0.15042123939952,7.0,0.22,
-0.34,0.68,-1.02,7.10,9.17,-2.08,-0.17,7.17,-0.07,
-0.28,0.63,-0.91,7.22,9.07,-1.85,-0.16,7.07,0.15,
-0.22,0.76,-0.98,7.34,9.34,-2.01,-0.17,7.34,0.00,
-0.44,0.64,-1.08,6.90,9.09,-2.19,-0.18,7.09,-0.19,
-0.43,0.66,-1.09,6.92,9.13,-2.21,-0.19,7.13,-0.21,
-0.33,0.7,-1.03,7.12,9.2,-2.09909756621034,-0.176048043236302,7.2,-0.08,
-0.34,0.64,-0.98,7.10,9.09,-1.99,-0.17,7.09,0.01,
-0.34,0.69,-1.03,7.10,9.19,-2.10,-0.18,7.19,-0.09,
-0.44,0.58,-1.02,6.90,8.96,-2.07,-0.17,6.96,-0.06,
-0.36,0.51,-0.87,7.06,8.81,-1.76,-0.15,6.81,0.25,
-0.23,0.67,-0.90,7.32,9.15,-1.84,-0.15,7.15,0.17,
-0.24,0.53,-0.77,7.30,8.86,-1.56,-0.13,6.86,0.44,
-0.34,0.71,-1.05,7.10,9.24,-2.14,-0.18,7.24,-0.14,
-0.35,0.51,-0.86,7.08,8.81,-1.74,-0.15,6.81,0.27,
-0.35,0.56,-0.91,7.08,8.92,-1.84,-0.16,6.92,0.16,
-0.34,0.55,-0.89,7.10,8.90,-1.80,-0.15,6.90,0.20,
-0.33,0.46,-0.79,7.12,8.71,-1.59,-0.13,6.71,0.41,
-0.39,0.56,-0.95,7.00,8.92,-1.92,-0.16,6.92,0.08,
-0.38,0.54,-0.92,7.02,8.88,-1.86,-0.16,6.88,0.14,
-0.3,0.62,-0.92,7.2,9.05,-1.87055965806282,-0.157213827977136,7.05,0.15,
-0.32,0.59,-0.91,7.14,8.98,-1.85,-0.16,6.98,0.16,
-0.27,0.71,-0.98,7.24,9.24,-2.00,-0.17,7.24,0.00,
-0.25,0.68,-0.93,7.28,9.17,-1.90,-0.16,7.17,0.11,
-0.28,0.58,-0.86,7.22,8.96,-1.75,-0.15,6.96,0.26,
-0.26,0.64,-0.90,7.26,9.09,-1.83,-0.15,7.09,0.17,
-0.38,0.78,-1.16,7.02,9.38,-2.37,-0.20,7.38,-0.36,
-0.24,0.74,-0.98,7.30,9.30,-2.00,-0.17,7.30,0.00,
-0.26,0.71,-0.97,7.26,9.24,-1.98,-0.17,7.24,0.02,
-0.36,0.71,-1.07,7.06,9.24,-2.18,-0.18,7.24,-0.18,
-0.32,0.64,-0.96,7.14,9.09,-1.95,-0.16,7.09,0.05,
-0.36,0.73,-1.09,7.06,9.28,-2.22,-0.19,7.28,-0.22,
-0.43,0.66,-1.09,6.92,9.13,-2.21,-0.19,7.13,-0.21,
-0.37,0.72,-1.09,7.04,9.26,-2.22,-0.19,7.26,-0.22,
-0.18,0.65,-0.83,7.42,9.11,-1.69,-0.14,7.11,0.31,
-0.26,0.58,-0.84,7.26,8.96,-1.71,-0.14,6.96,0.30,
-0.42,0.65,-1.07,6.94,9.11,-2.17,-0.18,7.11,-0.17,
-0.35,0.61,-0.96,7.08,9.03,-1.95,-0.16,7.03,0.05,
-0.29,0.67,-0.96,7.20,9.15,-1.96,-0.16,7.15,0.05,
-0.31,0.54,-0.85,7.16,8.88,-1.72,-0.14,6.88,0.28,
-0.45,0.53,-0.98,6.88,8.86,-1.98,-0.17,6.86,0.02,
-0.44,0.51,-0.95,6.90,8.81,-1.92,-0.16,6.81,0.09,
-0.23,0.49,-0.72,7.32,8.77,-1.46,-0.12,6.77,0.55,
-0.29,0.43,-0.72,7.20,8.65,-1.45,-0.12,6.65,0.55,
-0.28,0.59,-0.87,7.22,8.98,-1.77,-0.15,6.98,0.24,
-0.34,0.57,-0.91,7.10,8.94,-1.84,-0.16,6.94,0.16,
-0.28,0.59,-0.87,7.22,8.98,-1.77,-0.15,6.98,0.24,
-0.37,0.57,-0.94,7.04,8.94,-1.90,-0.16,6.94,0.10,
-0.24,0.51,-0.75,7.30,8.81,-1.52,-0.13,6.81,0.49,
-0.32,0.66,-0.98,7.14,9.13,-1.99,-0.17,7.13,0.01,
-0.33,0.52,-0.85,7.12,8.84,-1.72,-0.14,6.84,0.28,
-0.26,0.54,-0.80,7.26,8.88,-1.62,-0.14,6.88,0.38,
-0.37,0.52,-0.89,7.04,8.84,-1.80,-0.15,6.84,0.20,
-0.19,0.68,-0.87,7.40,9.17,-1.78,-0.15,7.17,0.23,
-0.27,0.63,-0.90,7.24,9.07,-1.83,-0.15,7.07,0.17,
-0.37,0.53,-0.90,7.04,8.86,-1.82,-0.15,6.86,0.18,
-0.34,0.7,-1.04,7.10,9.2,-2.11905366279784,-0.177686882696778,7.2,-0.1,
-0.23,0.56,-0.79,7.32,8.92,-1.60,-0.14,6.92,0.40,
-0.39,0.65,-1.04,7.00,9.11,-2.11,-0.18,7.11,-0.11,
-0.31,0.54,-0.85,7.16,8.88,-1.72,-0.14,6.88,0.28,
-0.57,0.62,-1.19,6.64,9.05,-2.41,-0.20,7.05,-0.41,
-0.26,0.65,-0.91,7.26,9.11,-1.85,-0.16,7.11,0.15,
-0.32,0.65,-0.97,7.14,9.11,-1.97,-0.17,7.11,0.03,
-0.4,0.55,-0.95,7.0,8.90,-1.92253470785104,-0.1615075696922,6.90,0.1,
-0.29,0.61,-0.90,7.20,9.03,-1.83,-0.15,7.03,0.17,
-0.5,0.54,-1.04,6.8,8.88,-2.10101197142798,-0.176205300078292,6.88,-0.08,
-0.51,0.6,-1.11,6.76,9.0,-2.24747028180423,-0.188209339396608,7.0,-0.24,
-0.32,0.78,-1.10,7.14,9.38,-2.25,-0.19,7.38,-0.24,
-0.28,0.42,-0.70,7.22,8.62,-1.41,-0.12,6.62,0.60,
-0.24,0.62,-0.86,7.30,9.05,-1.75,-0.15,7.05,0.25,
-0.43,0.64,-1.07,6.92,9.09,-2.17,-0.18,7.09,-0.17,
-0.29,0.59,-0.88,7.20,8.98,-1.79,-0.15,6.98,0.22,
-0.31,0.67,-0.98,7.16,9.15,-2.00,-0.17,7.15,0.01,
-0.31,0.49,-0.80,7.16,8.77,-1.62,-0.14,6.77,0.39,
-0.4,0.55,-0.95,7.0,8.90,-1.92253470785104,-0.1615075696922,6.90,0.1,
-0.29,0.51,-0.80,7.20,8.81,-1.62,-0.14,6.81,0.39,
-0.29,0.63,-0.92,7.20,9.07,-1.87,-0.16,7.07,0.13,
-0.33,0.5,-0.83,7.12,8.8,-1.67742352024787,-0.14120843187856,6.8,0.32,
-0.19,0.59,-0.78,7.40,8.98,-1.59,-0.13,6.98,0.42,
-0.51,0.63,-1.14,6.76,9.07,-2.31,-0.19,7.07,-0.31,
-0.28,0.7,-0.98,7.22,9.2,-1.9993170832728,-0.167839664564166,7.2,0.02,
-0.3,0.58,-0.88,7.2,8.96,-1.78622484887033,-0.150234406359526,6.96,0.24,
-0.35,0.69,-1.04,7.08,9.19,-2.12,-0.18,7.19,-0.11,
-0.32,0.76,-1.08,7.14,9.34,-2.21,-0.18,7.34,-0.20,
-0.31,0.63,-0.94,7.16,9.07,-1.91,-0.16,7.07,0.09,
-0.34,0.78,-1.12,7.10,9.38,-2.29,-0.19,7.38,-0.28,
-0.44,0.74,-1.18,6.90,9.30,-2.40,-0.20,7.30,-0.40,
-0.32,0.76,-1.08,7.14,9.34,-2.21,-0.18,7.34,-0.20,
-0.29,0.67,-0.96,7.20,9.15,-1.96,-0.16,7.15,0.05,
-0.42,0.63,-1.05,6.94,9.07,-2.13,-0.18,7.07,-0.13,
-0.4,0.87,-1.27,7.0,9.57,-2.59721318139099,-0.216648368467023,7.57,-0.57,
-0.23,0.65,-0.88,7.32,9.11,-1.79,-0.15,7.11,0.21,
-0.34,0.67,-1.01,7.10,9.15,-2.06,-0.17,7.15,-0.05,
-0.42,0.64,-1.06,6.94,9.09,-2.15,-0.18,7.09,-0.15,
-0.36,0.83,-1.19,7.06,9.49,-2.43,-0.20,7.49,-0.43,
-0.32,0.67,-0.99,7.14,9.15,-2.02,-0.17,7.15,-0.01,
-0.25,0.59,-0.84,7.28,8.98,-1.71,-0.14,6.98,0.30,
-0.37,0.49,-0.86,7.04,8.77,-1.74,-0.15,6.77,0.27,
-0.25,0.67,-0.92,7.28,9.15,-1.88,-0.16,7.15,0.13,
-0.38,0.57,-0.95,7.02,8.94,-1.92,-0.16,6.94,0.08,
-0.26,0.4,-0.66,7.26,8.6,-1.32689382115407,-0.111978233087408,6.6,0.66,
-0.36,0.6,-0.96,7.06,9.0,-1.94812883299162,-0.163619745782085,7.0,0.06,
-0.22,0.54,-0.76,7.34,8.88,-1.54,-0.13,6.88,0.46,
-0.38,0.58,-0.96,7.02,8.96,-1.95,-0.16,6.96,0.06,
-0.25,0.58,-0.83,7.28,8.96,-1.69,-0.14,6.96,0.32,
-0.28,0.64,-0.92,7.22,9.09,-1.87,-0.16,7.09,0.13,
-0.43,0.66,-1.09,6.92,9.13,-2.21,-0.19,7.13,-0.21,
-0.32,0.56,-0.88,7.14,8.92,-1.78,-0.15,6.92,0.22,
-0.32,0.58,-0.90,7.14,8.96,-1.83,-0.15,6.96,0.18,
-0.34,0.61,-0.95,7.10,9.03,-1.93,-0.16,7.03,0.07,
-0.26,0.63,-0.89,7.26,9.07,-1.81,-0.15,7.07,0.19,
-0.19,0.55,-0.74,7.40,8.90,-1.50,-0.13,6.90,0.50,
-0.33,0.63,-0.96,7.12,9.07,-1.95,-0.16,7.07,0.05,
-0.27,0.65,-0.92,7.24,9.11,-1.87,-0.16,7.11,0.13,
-0.24,0.59,-0.83,7.30,8.98,-1.69,-0.14,6.98,0.32,
-0.24,0.69,-0.93,7.30,9.19,-1.90,-0.16,7.19,0.11,
-0.34,0.56,-0.90,7.10,8.92,-1.82,-0.15,6.92,0.18,
-0.4,0.71,-1.11,7.0,9.24,-2.25987394462101,-0.189223503654494,7.24,-0.24,
-0.52,0.5,-1.02,6.74,8.8,-2.05658935541051,-0.172553996201923,6.8,-0.06,
-0.29,0.77,-1.06,7.20,9.36,-2.17,-0.18,7.36,-0.16,
-0.38,0.68,-1.06,7.02,9.17,-2.16,-0.18,7.17,-0.15,
-0.59,0.71,-1.30,6.60,9.24,-2.64,-0.22,7.24,-0.64,
-0.46,0.54,-1.00,6.86,8.88,-2.02,-0.17,6.88,-0.02,
-0.28,0.61,-0.89,7.22,9.03,-1.81,-0.15,7.03,0.19,
-0.35,0.55,-0.90,7.08,8.90,-1.82,-0.15,6.90,0.18,
-0.47,0.62,-1.09,6.84,9.05,-2.21,-0.19,7.05,-0.21,
-0.3,0.6,-0.9,7.2,9.0,-1.8,-0.2,7.0,0.2,
-0.44,0.69,-1.13,6.90,9.19,-2.30,-0.19,7.19,-0.29,
-0.37,0.66,-1.03,7.04,9.13,-2.09,-0.18,7.13,-0.09,
-0.31,0.96,-1.27,7.16,9.76,-2.61,-0.22,7.76,-0.60,
-0.35,0.55,-0.90,7.08,8.90,-1.82,-0.15,6.90,0.18,
-0.28,0.65,-0.93,7.22,9.11,-1.89,-0.16,7.11,0.11,
-0.52,0.57,-1.09,6.74,8.94,-2.20,-0.18,6.94,-0.20,
-0.29,0.55,-0.84,7.20,8.90,-1.70,-0.14,6.90,0.30,
-0.27,0.55,-0.82,7.24,8.90,-1.66,-0.14,6.90,0.34,
-0.28,0.58,-0.86,7.22,8.96,-1.75,-0.15,6.96,0.26,
-0.4,0.57,-0.97,7.0,8.94,-1.96470211244728,-0.164986685062964,6.94,0.06,
-0.29,0.67,-0.96,7.20,9.15,-1.96,-0.16,7.15,0.05,
-0.29,0.62,-0.91,7.20,9.05,-1.85,-0.16,7.05,0.15,
-0.31,0.52,-0.83,7.16,8.84,-1.68,-0.14,6.84,0.32,
-0.34,0.49,-0.83,7.10,8.77,-1.68,-0.14,6.77,0.33,
-0.41,0.47,-0.88,6.96,8.73,-1.77,-0.15,6.73,0.23,
-0.23,0.62,-0.85,7.32,9.05,-1.73,-0.15,7.05,0.27,
-0.32,0.64,-0.96,7.14,9.09,-1.95,-0.16,7.09,0.05,
-0.23,0.59,-0.82,7.32,8.98,-1.67,-0.14,6.98,0.34,
-0.31,0.66,-0.97,7.16,9.13,-1.97,-0.17,7.13,0.03,
-0.37,0.66,-1.03,7.04,9.13,-2.09,-0.18,7.13,-0.09,
-0.26,0.72,-0.98,7.26,9.26,-2.00,-0.17,7.26,0.00,
-0.44,0.59,-1.03,6.90,8.98,-2.09,-0.18,6.98,-0.08,
-0.34,0.65,-0.99,7.10,9.11,-2.01,-0.17,7.11,-0.01,
-0.33,0.69,-1.02,7.12,9.19,-2.08,-0.17,7.19,-0.07,
-0.36,0.64,-1.00,7.06,9.09,-2.03,-0.17,7.09,-0.03,
-0.45,0.61,-1.06,6.88,9.03,-2.15,-0.18,7.03,-0.15,
-0.46,0.65,-1.11,6.86,9.11,-2.25,-0.19,7.11,-0.25,
-0.27,0.76,-1.03,7.24,9.34,-2.11,-0.18,7.34,-0.10,
-0.39,0.52,-0.91,7.00,8.84,-1.84,-0.15,6.84,0.16,
-0.42,0.6,-1.02,6.94,9.0,-2.06786541251666,-0.173481272567596,7.0,-0.06,
-0.28,0.72,-1.00,7.22,9.26,-2.04,-0.17,7.26,-0.04,
-0.34,0.66,-1.00,7.10,9.13,-2.03,-0.17,7.13,-0.03,
-0.31,0.6,-0.91,7.16,9.0,-1.84834835005408,-0.155377122784517,7.0,0.16,
-0.36,0.7,-1.06,7.06,9.2,-2.15896585597286,-0.180961661489921,7.2,-0.14,
-0.31,0.53,-0.84,7.16,8.86,-1.70,-0.14,6.86,0.30,
-0.29,0.55,-0.84,7.20,8.90,-1.70,-0.14,6.90,0.30,
-0.21,0.6,-0.81,7.36,9.0,-1.64878738417901,-0.138828909558073,7.0,0.36,
-0.34,0.55,-0.89,7.10,8.90,-1.80,-0.15,6.90,0.20,
-0.33,0.54,-0.87,7.12,8.88,-1.76,-0.15,6.88,0.24,
-0.29,0.57,-0.86,7.20,8.94,-1.75,-0.15,6.94,0.26,
-0.27,0.64,-0.91,7.24,9.09,-1.85,-0.16,7.09,0.15,
-0.14,0.54,-0.68,7.49,8.88,-1.38,-0.12,6.88,0.61,
-0.31,0.56,-0.87,7.16,8.92,-1.76,-0.15,6.92,0.24,
-0.34,0.63,-0.97,7.10,9.07,-1.97,-0.17,7.07,0.03,
-0.29,0.65,-0.94,7.20,9.11,-1.91,-0.16,7.11,0.09,
-0.41,0.65,-1.06,6.96,9.11,-2.15,-0.18,7.11,-0.15,
-0.26,0.54,-0.80,7.26,8.88,-1.62,-0.14,6.88,0.38,
-0.28,0.71,-0.99,7.22,9.24,-2.02,-0.17,7.24,-0.02,
-0.34,0.58,-0.92,7.10,8.96,-1.87,-0.16,6.96,0.14,
-0.21,0.75,-0.96,7.36,9.32,-1.97,-0.17,7.32,0.04,
-0.26,0.54,-0.80,7.26,8.88,-1.62,-0.14,6.88,0.38,
-0.37,0.59,-0.96,7.04,8.98,-1.95,-0.16,6.98,0.06,
-0.47,0.53,-1.00,6.84,8.86,-2.02,-0.17,6.86,-0.02,
-0.33,0.87,-1.20,7.12,9.57,-2.46,-0.21,7.57,-0.45,
-0.24,0.73,-0.97,7.30,9.28,-1.98,-0.17,7.28,0.02,
-0.27,0.73,-1.00,7.24,9.28,-2.04,-0.17,7.28,-0.04,
-0.24,0.69,-0.93,7.30,9.19,-1.90,-0.16,7.19,0.11,
-0.38,0.77,-1.15,7.02,9.36,-2.35,-0.20,7.36,-0.34,
-0.29,0.54,-0.83,7.20,8.88,-1.68,-0.14,6.88,0.32,
-0.42,0.64,-1.06,6.94,9.09,-2.15,-0.18,7.09,-0.15,
-0.36,0.47,-0.83,7.06,8.73,-1.67,-0.14,6.73,0.33,
-0.23,0.69,-0.92,7.32,9.19,-1.88,-0.16,7.19,0.13,
-0.35,0.45,-0.80,7.08,8.69,-1.61,-0.14,6.69,0.39,
-0.29,0.71,-1.00,7.20,9.24,-2.04,-0.17,7.24,-0.04,
-0.38,0.74,-1.12,7.02,9.30,-2.28,-0.19,7.30,-0.28,
-0.27,0.66,-0.93,7.24,9.13,-1.90,-0.16,7.13,0.11,
-0.3,0.6,-0.9,7.2,9.0,-1.8,-0.2,7.0,0.2,
-0.43,0.66,-1.09,6.92,9.13,-2.21,-0.19,7.13,-0.21,
-0.3,0.64,-0.94,7.2,9.09,-1.91272706265907,-0.160697799280973,7.09,0.11,
-0.19,0.52,-0.71,7.40,8.84,-1.44,-0.12,6.84,0.56,
-0.3,0.58,-0.88,7.2,8.96,-1.78622484887033,-0.150234406359526,6.96,0.24,
-0.32,0.68,-1.00,7.14,9.17,-2.04,-0.17,7.17,-0.03,
-0.37,0.65,-1.02,7.04,9.11,-2.07,-0.17,7.11,-0.07,
-0.25,0.56,-0.81,7.28,8.92,-1.64,-0.14,6.92,0.36,
-0.4,0.6,-1.0,7.0,9.0,-2.0,-0.2,7.0,0.0,
-0.35,0.5,-0.85,7.08,8.8,-1.71733571342288,-0.144522250047047,6.8,0.28,
-0.31,0.71,-1.02,7.16,9.24,-2.08,-0.17,7.24,-0.08,
-0.33,0.69,-1.02,7.12,9.19,-2.08,-0.17,7.19,-0.07,
-0.26,0.64,-0.90,7.26,9.09,-1.83,-0.15,7.09,0.17,
-0.44,0.73,-1.17,6.90,9.28,-2.38,-0.20,7.28,-0.38,
-0.28,0.63,-0.91,7.22,9.07,-1.85,-0.16,7.07,0.15,
-0.31,0.63,-0.94,7.16,9.07,-1.91,-0.16,7.07,0.09,
-0.39,0.73,-1.12,7.00,9.28,-2.28,-0.19,7.28,-0.28,
-0.3,0.67,-0.97,7.2,9.15,-1.97597816955344,-0.165916362133549,7.15,0.05,
-0.29,0.72,-1.01,7.20,9.26,-2.06,-0.17,7.26,-0.06,
-0.33,0.6,-0.93,7.12,9.0,-1.8882605432291,-0.158676790909695,7.0,0.12,
-0.35,0.76,-1.11,7.08,9.34,-2.27,-0.19,7.34,-0.26,
-0.36,0.67,-1.03,7.06,9.15,-2.10,-0.18,7.15,-0.09,
-0.27,0.71,-0.98,7.24,9.24,-2.00,-0.17,7.24,0.00,
-0.36,0.54,-0.90,7.06,8.88,-1.82,-0.15,6.88,0.18,
-0.35,0.56,-0.91,7.08,8.92,-1.84,-0.16,6.92,0.16,
-0.31,0.72,-1.03,7.16,9.26,-2.10,-0.18,7.26,-0.10,
-0.31,0.62,-0.93,7.16,9.05,-1.89,-0.16,7.05,0.11,
-0.19,0.55,-0.74,7.40,8.90,-1.50,-0.13,6.90,0.50,
-0.36,0.65,-1.01,7.06,9.11,-2.05,-0.17,7.11,-0.05,
-0.26,0.58,-0.84,7.26,8.96,-1.71,-0.14,6.96,0.30,
-0.32,0.65,-0.97,7.14,9.11,-1.97,-0.17,7.11,0.03,
-0.35,0.59,-0.94,7.08,8.98,-1.91,-0.16,6.98,0.10,
-0.24,0.57,-0.81,7.30,8.94,-1.65,-0.14,6.94,0.36,
-0.36,0.5,-0.86,7.06,8.8,-1.73729181001039,-0.146177965892729,6.8,0.26,
-0.28,0.59,-0.87,7.22,8.98,-1.77,-0.15,6.98,0.24,
-0.23,0.57,-0.80,7.32,8.94,-1.63,-0.14,6.94,0.38,
-0.31,0.6,-0.91,7.16,9.0,-1.84834835005408,-0.155377122784517,7.0,0.16,
-0.41,0.61,-1.02,6.96,9.03,-2.07,-0.17,7.03,-0.07,
-0.32,0.65,-0.97,7.14,9.11,-1.97,-0.17,7.11,0.03,
-0.31,0.71,-1.02,7.16,9.24,-2.08,-0.17,7.24,-0.08,
-0.27,0.57,-0.84,7.24,8.94,-1.71,-0.14,6.94,0.30,
-0.32,0.66,-0.98,7.14,9.13,-1.99,-0.17,7.13,0.01,
-0.34,0.59,-0.93,7.10,8.98,-1.89,-0.16,6.98,0.12,
-0.38,0.59,-0.97,7.02,8.98,-1.97,-0.17,6.98,0.04,
-0.4,0.71,-1.11,7.0,9.24,-2.25987394462101,-0.189223503654494,7.24,-0.24,
-0.3,0.57,-0.87,7.2,8.94,-1.7651411465722,-0.148487216957101,6.94,0.26,
-0.28,0.82,-1.10,7.22,9.47,-2.25,-0.19,7.47,-0.25,
-0.31,0.6,-0.91,7.16,9.0,-1.84834835005408,-0.155377122784517,7.0,0.16,
-0.25,0.61,-0.86,7.28,9.03,-1.75,-0.15,7.03,0.25,
-0.29,0.77,-1.06,7.20,9.36,-2.17,-0.18,7.36,-0.16,
-0.3,0.67,-0.97,7.2,9.15,-1.97597816955344,-0.165916362133549,7.15,0.05,
-0.42,0.57,-0.99,6.94,8.94,-2.00,-0.17,6.94,0.00,
-0.36,0.56,-0.92,7.06,8.92,-1.86,-0.16,6.92,0.14,
-0.31,0.69,-1.00,7.16,9.19,-2.04,-0.17,7.19,-0.03,
-0.4,0.7,-1.1,7.0,9.2,-2.2,-0.2,7.2,-0.2,
-0.3,0.64,-0.94,7.2,9.09,-1.91272706265907,-0.160697799280973,7.09,0.11,
-0.38,0.62,-1.00,7.02,9.05,-2.03,-0.17,7.05,-0.03,
-0.19,0.67,-0.86,7.40,9.15,-1.76,-0.15,7.15,0.25,
-0.25,0.58,-0.83,7.28,8.96,-1.69,-0.14,6.96,0.32,
-0.32,0.7,-1.02,7.14,9.2,-2.07914146962283,-0.174408247669162,7.2,-0.06,
-0.31,0.84,-1.15,7.16,9.51,-2.35,-0.20,7.51,-0.35,
-0.39,0.53,-0.92,7.00,8.86,-1.86,-0.16,6.86,0.14,
-0.19,0.6,-0.79,7.40,9.0,-1.60887519100399,-0.135509766481533,7.0,0.4,
-0.38,0.59,-0.97,7.02,8.98,-1.97,-0.17,6.98,0.04,
-0.39,0.55,-0.94,7.00,8.90,-1.90,-0.16,6.90,0.10,
-0.33,0.87,-1.20,7.12,9.57,-2.46,-0.21,7.57,-0.45,
-0.33,0.58,-0.91,7.12,8.96,-1.85,-0.16,6.96,0.16,
-0.22,0.67,-0.89,7.34,9.15,-1.82,-0.15,7.15,0.19,
-0.27,0.54,-0.81,7.24,8.88,-1.64,-0.14,6.88,0.36,
-0.26,0.59,-0.85,7.26,8.98,-1.73,-0.15,6.98,0.28,
-0.39,0.66,-1.05,7.00,9.13,-2.13,-0.18,7.13,-0.13,
-0.27,0.63,-0.90,7.24,9.07,-1.83,-0.15,7.07,0.17,
-0.33,0.65,-0.98,7.12,9.11,-1.99,-0.17,7.11,0.01,
-0.29,0.69,-0.98,7.20,9.19,-2.00,-0.17,7.19,0.01,
-0.41,0.63,-1.04,6.96,9.07,-2.11,-0.18,7.07,-0.11,
-0.31,0.65,-0.96,7.16,9.11,-1.95,-0.16,7.11,0.05,
-0.3,0.72,-1.02,7.2,9.26,-2.08139668104406,-0.174593606410526,7.26,-0.06,
-0.43,0.77,-1.20,6.92,9.36,-2.45,-0.20,7.36,-0.44,
-0.28,0.56,-0.84,7.22,8.92,-1.70,-0.14,6.92,0.30,
-0.39,0.54,-0.93,7.00,8.88,-1.88,-0.16,6.88,0.12,
-0.3,0.65,-0.95,7.2,9.11,-1.93381076495719,-0.162438315817174,7.11,0.09,
-0.54,0.6,-1.14,6.70,9.0,-2.30733857156675,-0.19310071474099,7.0,-0.3,
-0.3,0.88,-1.18,7.2,9.59,-2.41873591781403,-0.202177119524064,7.59,-0.39,
-0.36,0.66,-1.02,7.06,9.13,-2.07,-0.17,7.13,-0.07,
-0.29,0.66,-0.95,7.20,9.13,-1.93,-0.16,7.13,0.07,
-0.16,0.58,-0.74,7.45,8.96,-1.51,-0.13,6.96,0.49,
-0.18,0.52,-0.70,7.42,8.84,-1.42,-0.12,6.84,0.58,
-0.36,0.67,-1.03,7.06,9.15,-2.10,-0.18,7.15,-0.09,
-0.38,0.56,-0.94,7.02,8.92,-1.90,-0.16,6.92,0.10,
-0.26,0.57,-0.83,7.26,8.94,-1.69,-0.14,6.94,0.32,
-0.27,0.53,-0.80,7.24,8.86,-1.62,-0.14,6.86,0.38,
-0.35,0.66,-1.01,7.08,9.13,-2.05,-0.17,7.13,-0.05,
-0.38,0.69,-1.07,7.02,9.19,-2.18,-0.18,7.19,-0.17,
-0.23,0.74,-0.97,7.32,9.30,-1.98,-0.17,7.30,0.02,
-0.32,0.57,-0.89,7.14,8.94,-1.81,-0.15,6.94,0.20,
-0.29,0.5,-0.79,7.20,8.8,-1.59759913389784,-0.134571489081964,6.8,0.4,
-0.35,0.66,-1.01,7.08,9.13,-2.05,-0.17,7.13,-0.05,
-0.32,0.55,-0.87,7.14,8.90,-1.76,-0.15,6.90,0.24,
-0.3,0.64,-0.94,7.2,9.09,-1.91272706265907,-0.160697799280973,7.09,0.11,
-0.39,0.6,-0.99,7.00,9.0,-2.00799712275414,-0.168554646365919,7.0,0,
-0.26,0.63,-0.89,7.26,9.07,-1.81,-0.15,7.07,0.19,
-0.44,0.64,-1.08,6.90,9.09,-2.19,-0.18,7.09,-0.19,
-0.29,0.69,-0.98,7.20,9.19,-2.00,-0.17,7.19,0.01,
-0.4,0.75,-1.15,7.0,9.32,-2.34420875381351,-0.196108458933005,7.32,-0.32,
-0.39,0.49,-0.88,7.00,8.77,-1.78,-0.15,6.77,0.23,
-0.29,0.61,-0.90,7.20,9.03,-1.83,-0.15,7.03,0.17,
-0.4,0.57,-0.97,7.0,8.94,-1.96470211244728,-0.164986685062964,6.94,0.06,
-0.31,0.61,-0.92,7.16,9.03,-1.87,-0.16,7.03,0.13,
-0.21,0.61,-0.82,7.36,9.03,-1.67,-0.14,7.03,0.33,
-0.28,0.54,-0.82,7.22,8.88,-1.66,-0.14,6.88,0.34,
-0.4,0.72,-1.12,7.0,9.26,-2.28095764691914,-0.190946471886589,7.26,-0.26,
